key,sourceKind,sex,visualRace,age,style,lineage,row,column,relativePath,sourceSheet,imageWidth,imageHeight
rw-staff-staff06-r01-a16,staff,Female,black,16,staff06,staff-staff06-row-01,1,2,assets/ravenwood/portraits/staff/staff_female_black_age16_staff06_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r01-a24,staff,Female,black,24,staff06,staff-staff06-row-01,1,3,assets/ravenwood/portraits/staff/staff_female_black_age24_staff06_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff06.png,195,353
rw-staff-staff06-r01-a30,staff,Female,black,30,staff06,staff-staff06-row-01,1,4,assets/ravenwood/portraits/staff/staff_female_black_age30_staff06_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r01-a50,staff,Female,black,50,staff06,staff-staff06-row-01,1,5,assets/ravenwood/portraits/staff/staff_female_black_age50_staff06_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r02-a16,staff,Female,fair,16,staff06,staff-staff06-row-02,2,2,assets/ravenwood/portraits/staff/staff_female_fair_age16_staff06_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r02-a24,staff,Female,fair,24,staff06,staff-staff06-row-02,2,3,assets/ravenwood/portraits/staff/staff_female_fair_age24_staff06_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff06.png,195,353
rw-staff-staff06-r02-a30,staff,Female,fair,30,staff06,staff-staff06-row-02,2,4,assets/ravenwood/portraits/staff/staff_female_fair_age30_staff06_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r02-a50,staff,Female,fair,50,staff06,staff-staff06-row-02,2,5,assets/ravenwood/portraits/staff/staff_female_fair_age50_staff06_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r03-a16,staff,Female,eastern,16,staff06,staff-staff06-row-03,3,2,assets/ravenwood/portraits/staff/staff_female_eastern_age16_staff06_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,352
rw-staff-staff06-r03-a24,staff,Female,eastern,24,staff06,staff-staff06-row-03,3,3,assets/ravenwood/portraits/staff/staff_female_eastern_age24_staff06_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff06.png,195,352
rw-staff-staff06-r03-a30,staff,Female,eastern,30,staff06,staff-staff06-row-03,3,4,assets/ravenwood/portraits/staff/staff_female_eastern_age30_staff06_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,352
rw-staff-staff06-r03-a50,staff,Female,eastern,50,staff06,staff-staff06-row-03,3,5,assets/ravenwood/portraits/staff/staff_female_eastern_age50_staff06_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,352
rw-staff-staff06-r04-a16,staff,Male,olive,16,staff06,staff-staff06-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_olive_age16_staff06_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r04-a24,staff,Male,olive,24,staff06,staff-staff06-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_olive_age24_staff06_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff06.png,195,353
rw-staff-staff06-r04-a30,staff,Male,olive,30,staff06,staff-staff06-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_olive_age30_staff06_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff06-r04-a50,staff,Male,olive,50,staff06,staff-staff06-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_olive_age50_staff06_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff06.png,194,353
rw-staff-staff07-r01-a16,staff,Female,fair,16,staff07,staff-staff07-row-01,1,2,assets/ravenwood/portraits/staff/staff_female_fair_age16_staff07_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r01-a24,staff,Female,fair,24,staff07,staff-staff07-row-01,1,3,assets/ravenwood/portraits/staff/staff_female_fair_age24_staff07_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff07.png,195,353
rw-staff-staff07-r01-a30,staff,Female,fair,30,staff07,staff-staff07-row-01,1,4,assets/ravenwood/portraits/staff/staff_female_fair_age30_staff07_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r01-a50,staff,Female,fair,50,staff07,staff-staff07-row-01,1,5,assets/ravenwood/portraits/staff/staff_female_fair_age50_staff07_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r02-a16,staff,Male,black,16,staff07,staff-staff07-row-02,2,2,assets/ravenwood/portraits/staff/staff_male_black_age16_staff07_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r02-a24,staff,Male,black,24,staff07,staff-staff07-row-02,2,3,assets/ravenwood/portraits/staff/staff_male_black_age24_staff07_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff07.png,195,353
rw-staff-staff07-r02-a30,staff,Male,black,30,staff07,staff-staff07-row-02,2,4,assets/ravenwood/portraits/staff/staff_male_black_age30_staff07_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r02-a50,staff,Male,black,50,staff07,staff-staff07-row-02,2,5,assets/ravenwood/portraits/staff/staff_male_black_age50_staff07_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r03-a16,staff,Female,eastern,16,staff07,staff-staff07-row-03,3,2,assets/ravenwood/portraits/staff/staff_female_eastern_age16_staff07_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,352
rw-staff-staff07-r03-a24,staff,Female,eastern,24,staff07,staff-staff07-row-03,3,3,assets/ravenwood/portraits/staff/staff_female_eastern_age24_staff07_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff07.png,195,352
rw-staff-staff07-r03-a30,staff,Female,eastern,30,staff07,staff-staff07-row-03,3,4,assets/ravenwood/portraits/staff/staff_female_eastern_age30_staff07_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,352
rw-staff-staff07-r03-a50,staff,Female,eastern,50,staff07,staff-staff07-row-03,3,5,assets/ravenwood/portraits/staff/staff_female_eastern_age50_staff07_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,352
rw-staff-staff07-r04-a16,staff,Male,olive,16,staff07,staff-staff07-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_olive_age16_staff07_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r04-a24,staff,Male,olive,24,staff07,staff-staff07-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_olive_age24_staff07_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff07.png,195,353
rw-staff-staff07-r04-a30,staff,Male,olive,30,staff07,staff-staff07-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_olive_age30_staff07_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff07-r04-a50,staff,Male,olive,50,staff07,staff-staff07-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_olive_age50_staff07_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff07.png,194,353
rw-staff-staff08-r01-a16,staff,Male,fair,16,staff08,staff-staff08-row-01,1,2,assets/ravenwood/portraits/staff/staff_male_fair_age16_staff08_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r01-a24,staff,Male,fair,24,staff08,staff-staff08-row-01,1,3,assets/ravenwood/portraits/staff/staff_male_fair_age24_staff08_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff08.png,195,353
rw-staff-staff08-r01-a30,staff,Male,fair,30,staff08,staff-staff08-row-01,1,4,assets/ravenwood/portraits/staff/staff_male_fair_age30_staff08_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r01-a50,staff,Male,fair,50,staff08,staff-staff08-row-01,1,5,assets/ravenwood/portraits/staff/staff_male_fair_age50_staff08_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r02-a16,staff,Male,black,16,staff08,staff-staff08-row-02,2,2,assets/ravenwood/portraits/staff/staff_male_black_age16_staff08_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r02-a24,staff,Male,black,24,staff08,staff-staff08-row-02,2,3,assets/ravenwood/portraits/staff/staff_male_black_age24_staff08_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff08.png,195,353
rw-staff-staff08-r02-a30,staff,Male,black,30,staff08,staff-staff08-row-02,2,4,assets/ravenwood/portraits/staff/staff_male_black_age30_staff08_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r02-a50,staff,Male,black,50,staff08,staff-staff08-row-02,2,5,assets/ravenwood/portraits/staff/staff_male_black_age50_staff08_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r03-a16,staff,Female,fair,16,staff08,staff-staff08-row-03,3,2,assets/ravenwood/portraits/staff/staff_female_fair_age16_staff08_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,352
rw-staff-staff08-r03-a24,staff,Female,fair,24,staff08,staff-staff08-row-03,3,3,assets/ravenwood/portraits/staff/staff_female_fair_age24_staff08_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff08.png,195,352
rw-staff-staff08-r03-a30,staff,Female,fair,30,staff08,staff-staff08-row-03,3,4,assets/ravenwood/portraits/staff/staff_female_fair_age30_staff08_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,352
rw-staff-staff08-r03-a50,staff,Female,fair,50,staff08,staff-staff08-row-03,3,5,assets/ravenwood/portraits/staff/staff_female_fair_age50_staff08_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,352
rw-staff-staff08-r04-a16,staff,Male,eastern,16,staff08,staff-staff08-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_eastern_age16_staff08_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r04-a24,staff,Male,eastern,24,staff08,staff-staff08-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_eastern_age24_staff08_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff08.png,195,353
rw-staff-staff08-r04-a30,staff,Male,eastern,30,staff08,staff-staff08-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_eastern_age30_staff08_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff08-r04-a50,staff,Male,eastern,50,staff08,staff-staff08-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_eastern_age50_staff08_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff08.png,194,353
rw-staff-staff09-r01-a16,staff,Female,olive,16,staff09,staff-staff09-row-01,1,2,assets/ravenwood/portraits/staff/staff_female_olive_age16_staff09_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r01-a24,staff,Female,olive,24,staff09,staff-staff09-row-01,1,3,assets/ravenwood/portraits/staff/staff_female_olive_age24_staff09_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff09.png,195,353
rw-staff-staff09-r01-a30,staff,Female,olive,30,staff09,staff-staff09-row-01,1,4,assets/ravenwood/portraits/staff/staff_female_olive_age30_staff09_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r01-a50,staff,Female,olive,50,staff09,staff-staff09-row-01,1,5,assets/ravenwood/portraits/staff/staff_female_olive_age50_staff09_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r02-a16,staff,Female,black,16,staff09,staff-staff09-row-02,2,2,assets/ravenwood/portraits/staff/staff_female_black_age16_staff09_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r02-a24,staff,Female,black,24,staff09,staff-staff09-row-02,2,3,assets/ravenwood/portraits/staff/staff_female_black_age24_staff09_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff09.png,195,353
rw-staff-staff09-r02-a30,staff,Female,black,30,staff09,staff-staff09-row-02,2,4,assets/ravenwood/portraits/staff/staff_female_black_age30_staff09_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r02-a50,staff,Female,black,50,staff09,staff-staff09-row-02,2,5,assets/ravenwood/portraits/staff/staff_female_black_age50_staff09_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r03-a16,staff,Male,olive,16,staff09,staff-staff09-row-03,3,2,assets/ravenwood/portraits/staff/staff_male_olive_age16_staff09_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,352
rw-staff-staff09-r03-a24,staff,Male,olive,24,staff09,staff-staff09-row-03,3,3,assets/ravenwood/portraits/staff/staff_male_olive_age24_staff09_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff09.png,195,352
rw-staff-staff09-r03-a30,staff,Male,olive,30,staff09,staff-staff09-row-03,3,4,assets/ravenwood/portraits/staff/staff_male_olive_age30_staff09_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,352
rw-staff-staff09-r03-a50,staff,Male,olive,50,staff09,staff-staff09-row-03,3,5,assets/ravenwood/portraits/staff/staff_male_olive_age50_staff09_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,352
rw-staff-staff09-r04-a16,staff,Male,eastern,16,staff09,staff-staff09-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_eastern_age16_staff09_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r04-a24,staff,Male,eastern,24,staff09,staff-staff09-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_eastern_age24_staff09_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff09.png,195,353
rw-staff-staff09-r04-a30,staff,Male,eastern,30,staff09,staff-staff09-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_eastern_age30_staff09_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff09-r04-a50,staff,Male,eastern,50,staff09,staff-staff09-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_eastern_age50_staff09_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff09.png,194,353
rw-staff-staff10-r01-a16,staff,Female,fair,16,staff10,staff-staff10-row-01,1,2,assets/ravenwood/portraits/staff/staff_female_fair_age16_staff10_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r01-a24,staff,Female,fair,24,staff10,staff-staff10-row-01,1,3,assets/ravenwood/portraits/staff/staff_female_fair_age24_staff10_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff10.png,195,353
rw-staff-staff10-r01-a30,staff,Female,fair,30,staff10,staff-staff10-row-01,1,4,assets/ravenwood/portraits/staff/staff_female_fair_age30_staff10_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r01-a50,staff,Female,fair,50,staff10,staff-staff10-row-01,1,5,assets/ravenwood/portraits/staff/staff_female_fair_age50_staff10_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r02-a16,staff,Male,black,16,staff10,staff-staff10-row-02,2,2,assets/ravenwood/portraits/staff/staff_male_black_age16_staff10_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r02-a24,staff,Male,black,24,staff10,staff-staff10-row-02,2,3,assets/ravenwood/portraits/staff/staff_male_black_age24_staff10_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff10.png,195,353
rw-staff-staff10-r02-a30,staff,Male,black,30,staff10,staff-staff10-row-02,2,4,assets/ravenwood/portraits/staff/staff_male_black_age30_staff10_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r02-a50,staff,Male,black,50,staff10,staff-staff10-row-02,2,5,assets/ravenwood/portraits/staff/staff_male_black_age50_staff10_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r03-a16,staff,Female,eastern,16,staff10,staff-staff10-row-03,3,2,assets/ravenwood/portraits/staff/staff_female_eastern_age16_staff10_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,352
rw-staff-staff10-r03-a24,staff,Female,eastern,24,staff10,staff-staff10-row-03,3,3,assets/ravenwood/portraits/staff/staff_female_eastern_age24_staff10_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff10.png,195,352
rw-staff-staff10-r03-a30,staff,Female,eastern,30,staff10,staff-staff10-row-03,3,4,assets/ravenwood/portraits/staff/staff_female_eastern_age30_staff10_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,352
rw-staff-staff10-r03-a50,staff,Female,eastern,50,staff10,staff-staff10-row-03,3,5,assets/ravenwood/portraits/staff/staff_female_eastern_age50_staff10_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,352
rw-staff-staff10-r04-a16,staff,Male,fair,16,staff10,staff-staff10-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_fair_age16_staff10_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r04-a24,staff,Male,fair,24,staff10,staff-staff10-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_fair_age24_staff10_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff10.png,195,353
rw-staff-staff10-r04-a30,staff,Male,fair,30,staff10,staff-staff10-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_fair_age30_staff10_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff10-r04-a50,staff,Male,fair,50,staff10,staff-staff10-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_fair_age50_staff10_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff10.png,194,353
rw-staff-staff11-r01-a16,staff,Male,olive,16,staff11,staff-staff11-row-01,1,2,assets/ravenwood/portraits/staff/staff_male_olive_age16_staff11_r01_c02.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r01-a24,staff,Male,olive,24,staff11,staff-staff11-row-01,1,3,assets/ravenwood/portraits/staff/staff_male_olive_age24_staff11_r01_c03.png,assets/ravenwood/staff_portraits/sheets/staff11.png,195,353
rw-staff-staff11-r01-a30,staff,Male,olive,30,staff11,staff-staff11-row-01,1,4,assets/ravenwood/portraits/staff/staff_male_olive_age30_staff11_r01_c04.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r01-a50,staff,Male,olive,50,staff11,staff-staff11-row-01,1,5,assets/ravenwood/portraits/staff/staff_male_olive_age50_staff11_r01_c05.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r02-a16,staff,Female,black,16,staff11,staff-staff11-row-02,2,2,assets/ravenwood/portraits/staff/staff_female_black_age16_staff11_r02_c02.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r02-a24,staff,Female,black,24,staff11,staff-staff11-row-02,2,3,assets/ravenwood/portraits/staff/staff_female_black_age24_staff11_r02_c03.png,assets/ravenwood/staff_portraits/sheets/staff11.png,195,353
rw-staff-staff11-r02-a30,staff,Female,black,30,staff11,staff-staff11-row-02,2,4,assets/ravenwood/portraits/staff/staff_female_black_age30_staff11_r02_c04.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r02-a50,staff,Female,black,50,staff11,staff-staff11-row-02,2,5,assets/ravenwood/portraits/staff/staff_female_black_age50_staff11_r02_c05.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r03-a16,staff,Male,fair,16,staff11,staff-staff11-row-03,3,2,assets/ravenwood/portraits/staff/staff_male_fair_age16_staff11_r03_c02.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,352
rw-staff-staff11-r03-a24,staff,Male,fair,24,staff11,staff-staff11-row-03,3,3,assets/ravenwood/portraits/staff/staff_male_fair_age24_staff11_r03_c03.png,assets/ravenwood/staff_portraits/sheets/staff11.png,195,352
rw-staff-staff11-r03-a30,staff,Male,fair,30,staff11,staff-staff11-row-03,3,4,assets/ravenwood/portraits/staff/staff_male_fair_age30_staff11_r03_c04.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,352
rw-staff-staff11-r03-a50,staff,Male,fair,50,staff11,staff-staff11-row-03,3,5,assets/ravenwood/portraits/staff/staff_male_fair_age50_staff11_r03_c05.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,352
rw-staff-staff11-r04-a16,staff,Male,eastern,16,staff11,staff-staff11-row-04,4,2,assets/ravenwood/portraits/staff/staff_male_eastern_age16_staff11_r04_c02.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r04-a24,staff,Male,eastern,24,staff11,staff-staff11-row-04,4,3,assets/ravenwood/portraits/staff/staff_male_eastern_age24_staff11_r04_c03.png,assets/ravenwood/staff_portraits/sheets/staff11.png,195,353
rw-staff-staff11-r04-a30,staff,Male,eastern,30,staff11,staff-staff11-row-04,4,4,assets/ravenwood/portraits/staff/staff_male_eastern_age30_staff11_r04_c04.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-staff-staff11-r04-a50,staff,Male,eastern,50,staff11,staff-staff11-row-04,4,5,assets/ravenwood/portraits/staff/staff_male_eastern_age50_staff11_r04_c05.png,assets/ravenwood/staff_portraits/sheets/staff11.png,194,353
rw-player-custom01-r01-a10,player,Female,fair,10,custom01,player-custom01-row-01,1,1,assets/ravenwood/portraits/player/player_female_fair_age10_custom01_r01_c01.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,335
rw-player-custom01-r01-a16,player,Female,fair,16,custom01,player-custom01-row-01,1,2,assets/ravenwood/portraits/player/player_female_fair_age16_custom01_r01_c02.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,335
rw-player-custom01-r01-a24,player,Female,fair,24,custom01,player-custom01-row-01,1,3,assets/ravenwood/portraits/player/player_female_fair_age24_custom01_r01_c03.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,204,335
rw-player-custom01-r01-a30,player,Female,fair,30,custom01,player-custom01-row-01,1,4,assets/ravenwood/portraits/player/player_female_fair_age30_custom01_r01_c04.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,197,321
rw-player-custom01-r01-a50,player,Female,fair,50,custom01,player-custom01-row-01,1,5,assets/ravenwood/portraits/player/player_female_fair_age50_custom01_r01_c05.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,198,321
rw-player-custom01-r02-a10,player,Male,olive,10,custom01,player-custom01-row-02,2,1,assets/ravenwood/portraits/player/player_male_olive_age10_custom01_r02_c01.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,198,316
rw-player-custom01-r02-a16,player,Male,olive,16,custom01,player-custom01-row-02,2,2,assets/ravenwood/portraits/player/player_male_olive_age16_custom01_r02_c02.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,197,316
rw-player-custom01-r02-a24,player,Male,olive,24,custom01,player-custom01-row-02,2,3,assets/ravenwood/portraits/player/player_male_olive_age24_custom01_r02_c03.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,204,335
rw-player-custom01-r02-a30,player,Male,olive,30,custom01,player-custom01-row-02,2,4,assets/ravenwood/portraits/player/player_male_olive_age30_custom01_r02_c04.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,335
rw-player-custom01-r02-a50,player,Male,olive,50,custom01,player-custom01-row-02,2,5,assets/ravenwood/portraits/player/player_male_olive_age50_custom01_r02_c05.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,335
rw-player-custom01-r03-a10,player,Female,black,10,custom01,player-custom01-row-03,3,1,assets/ravenwood/portraits/player/player_female_black_age10_custom01_r03_c01.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,301
rw-player-custom01-r03-a16,player,Female,black,16,custom01,player-custom01-row-03,3,2,assets/ravenwood/portraits/player/player_female_black_age16_custom01_r03_c02.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,205,301
rw-player-custom01-r03-a24,player,Female,black,24,custom01,player-custom01-row-03,3,3,assets/ravenwood/portraits/player/player_female_black_age24_custom01_r03_c03.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,196,283
rw-player-custom01-r03-a30,player,Female,black,30,custom01,player-custom01-row-03,3,4,assets/ravenwood/portraits/player/player_female_black_age30_custom01_r03_c04.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,197,283
rw-player-custom01-r03-a50,player,Female,black,50,custom01,player-custom01-row-03,3,5,assets/ravenwood/portraits/player/player_female_black_age50_custom01_r03_c05.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,198,283
rw-player-custom01-r04-a10,player,Male,eastern,10,custom01,player-custom01-row-04,4,1,assets/ravenwood/portraits/player/player_male_eastern_age10_custom01_r04_c01.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,198,324
rw-player-custom01-r04-a16,player,Male,eastern,16,custom01,player-custom01-row-04,4,2,assets/ravenwood/portraits/player/player_male_eastern_age16_custom01_r04_c02.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,197,324
rw-player-custom01-r04-a24,player,Male,eastern,24,custom01,player-custom01-row-04,4,3,assets/ravenwood/portraits/player/player_male_eastern_age24_custom01_r04_c03.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,196,324
rw-player-custom01-r04-a30,player,Male,eastern,30,custom01,player-custom01-row-04,4,4,assets/ravenwood/portraits/player/player_male_eastern_age30_custom01_r04_c04.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,197,324
rw-player-custom01-r04-a50,player,Male,eastern,50,custom01,player-custom01-row-04,4,5,assets/ravenwood/portraits/player/player_male_eastern_age50_custom01_r04_c05.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_28 (2).png,198,324
rw-player-custom02-r01-a10,player,Female,fair,10,custom02,player-custom02-row-01,1,1,assets/ravenwood/portraits/player/player_female_fair_age10_custom02_r01_c01.png,assets/ravenwood/player_portraits/sheets/ChatGPT Image 2026. júl. 20. 13_56_29 (3).png,205,335
